track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Gangster,Aya Nakamura,spotify:track:5raFS0XhubxwCAm9brr5pS,0.6509999999999999,0.691,5,-6.7810000000000015,0,0.0772,0.0867,0.0,0.0797,0.513,95.135,188813,4
Vroom vroom,Soolking,spotify:track:6Y4h3C3S6J1l3mlH4IgcZk,0.794,0.872,2,-4.285,1,0.0692,0.265,0.0,0.197,0.524,99.968,177493,4
Faya,Aya Nakamura,spotify:track:0xzZlIXDsXgC3kCPjRB1Rp,0.715,0.5579999999999999,4,-8.693999999999999,0,0.203,0.396,0.0,0.101,0.552,89.921,166933,4
Zoum (feat. Niska),Soprano,spotify:track:1ALK7oqxMr5yonp9ZfTWH5,0.785,0.66,6,-6.02,0,0.0407,0.388,0.0,0.0977,0.6859999999999999,134.997,246827,4
"Qui dit mieux (feat. Orelsan, Vald & Suikon Blaz AD)",Gringe,spotify:track:0sMzxVIRUbQBtOPTCBITUS,0.795,0.723,11,-6.096,1,0.275,0.0658,0.0,0.163,0.603,152.009,250873,4
Poussette,Jul,spotify:track:33SjXKVWFGGXF0oBOChE1d,0.936,0.732,11,-5.436,0,0.142,0.123,0.0,0.0734,0.8959999999999999,136.037,180965,4
Jalousie,Angele,spotify:track:3U5x1rplpJNKR3Xg88EfLi,0.588,0.443,7,-10.019,0,0.0411,0.8109999999999999,6.159999999999999e-05,0.118,0.335,89.95100000000002,225707,4
Passa passa (#BooskaMechant),Niska,spotify:track:2AFEY781u68sON4BTSPJz4,0.758,0.711,1,-5.28,1,0.233,0.127,1.03e-06,0.0976,0.173,150.05700000000004,182548,4
Freestyle LVL UP 2,Ninho,spotify:track:7DOqkqVZuvPhKIAtVXjZo1,0.687,0.8240000000000001,11,-5.066,0,0.365,0.293,0.0,0.182,0.488,187.544,149065,3
Freestyle LVL UP 1,Ninho,spotify:track:6RLVnSWFkT7ywpXv0XyRhY,0.688,0.6759999999999999,2,-6.984,0,0.247,0.422,8.499999999999999e-05,0.0928,0.649,180.075,114183,3
Tek Tek (feat. MHD),DYSTINCT,spotify:track:4TBxB7MulrQ1Nb2uxHwJX1,0.777,0.537,7,-8.842,0,0.0609,0.5920000000000001,0.0,0.157,0.89,92.996,161506,3
Freestyle LVL UP 3,Ninho,spotify:track:5WAqZjhyquaFf8zBZ1Stfd,0.878,0.7340000000000001,4,-7.034,0,0.254,0.386,9.25e-06,0.0864,0.725,93.771,200977,3
La danse du roro,Naps,spotify:track:6sR9M21Bl17LNMs07QSjyb,0.841,0.8909999999999999,11,-2.136,0,0.237,0.302,0.0,0.316,0.828,136.03799999999998,212360,4
Baby Don't Hurt Me,David Guetta,spotify:track:3BKD1PwArikchz2Zrlp1qi,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,140018,4
Miracle (with Ellie Goulding) - Dimitri Vegas & Like Mike vs. Bassjackers Remix,Calvin Harris,spotify:track:064qVCTCLBxMGjcUgFkiXa,0.488,0.898,1,-4.369,0,0.0965,0.00362,0.175,0.815,0.108,140.004,186856,4
TQG,KAROL G,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,0.72,0.63,4,-3.547,0,0.277,0.6729999999999999,0.0,0.0936,0.607,179.97400000000005,199440,4
Solitaire,Werenoi,spotify:track:3kzXT2poHInDISrXOgT1PR,0.753,0.7170000000000001,1,-8.437999999999999,0,0.0384,0.151,0.0025800000000000003,0.0988,0.601,117.952,146441,4
Eyes Closed,Ed Sheeran,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,0.7929999999999999,0.52,11,-7.457000000000002,0,0.0696,0.246,0.0,0.0878,0.309,107.014,194926,4
BAILAR CONTIGO,Black Eyed Peas,spotify:track:2GdHCkeAycTJ1RgMlptaRE,0.8240000000000001,0.772,1,-5.234,1,0.0574,0.305,0.387,0.0912,0.508,125.01,223352,4
Some Kind Of Kiss,Sound Of Legend,spotify:track:2xsRIYRAC0mXttKR4sZscl,0.609,0.957,11,-3.0460000000000003,0,0.0531,0.0092,1.35e-05,0.201,0.486,128.066,148125,4
The Fool,Jain,spotify:track:4bArJbevzjgIfbPupg9GEl,0.632,0.405,10,-8.314,1,0.0294,0.418,1.15e-05,0.0941,0.377,115.007,207733,4
Journal perso II,Vald,spotify:track:1ezjFgjNnCf57TW1sacWBH,0.522,0.738,7,-6.4529999999999985,0,0.399,0.66,0.0,0.111,0.29600000000000004,87.92399999999998,213720,3
Cavaler,Timal,spotify:track:3pCx8F9Jzb63oDZhbLYG9Y,0.774,0.767,0,-5.6320000000000014,0,0.0518,0.434,0.0,0.102,0.613,99.968,206480,4
Silicone,Niska,spotify:track:4pmQt0EAXwy2SyXOJJ2bPU,0.775,0.664,2,-5.2860000000000005,0,0.307,0.0582,0.0,0.179,0.6,76.999,178853,4
Mr Sal,Niska,spotify:track:6P1FUURjn1CXB4y74paDOK,0.8270000000000001,0.6779999999999999,0,-6.244,0,0.071,0.231,0.0,0.0977,0.633,147.993,177333,4
Ransom,Lil Tecca,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,0.745,0.642,7,-6.2570000000000014,0,0.287,0.0204,0.0,0.0658,0.226,179.97400000000005,131240,4
La Guenav,Gambi,spotify:track:0kH4ZE0SewdiPUUgbQNVSU,0.877,0.5579999999999999,1,-8.22,1,0.34700000000000003,0.0337,0.0,0.139,0.262,99.935,129217,4
Beautiful People (feat. Khalid),Ed Sheeran,spotify:track:70eFcWOvlMObDhURTqT4Fv,0.64,0.647,5,-8.113999999999999,0,0.18600000000000005,0.124,0.0,0.0801,0.546,92.979,197867,4
Melodie (Tatami),Ronisia,spotify:track:78cYGQUXUNS5LZuNRzeqk7,0.8029999999999999,0.634,1,-5.746,1,0.0667,0.309,5.96e-06,0.0917,0.579,90.023,140253,4
Sex (Interlude),MadeInParis,spotify:track:78XZ8m1aqtiFXyHTV4aRRb,0.723,0.34700000000000003,7,-10.959,0,0.18,0.41,4.96e-06,0.13699999999999998,0.522,104.919,110467,4
Sacrifice,The Weeknd,spotify:track:1nH2PkJL1XoUq8oE6tBZoU,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4
Because You Move Me,Tinlicker,spotify:track:05GvwwTLLID738BbKN1ze0,0.789,0.435,2,-9.506,0,0.149,0.691,0.0418,0.107,0.166,122.995,196375,4
Mozart Capitaine Jackson (Episode 2),Leto,spotify:track:6C5GEPPhz7XyXPE2rYhu98,0.848,0.752,11,-5.402,0,0.332,0.252,0.0,0.21600000000000005,0.8370000000000001,145.053,200500,4
On a l'habitude (Ok Many),Vegedream,spotify:track:1V6GQXatQBSPUGJhHmxbqS,0.851,0.737,5,-3.6,0,0.0917,0.046,0.0,0.0878,0.7829999999999999,126.01,170507,4
Les gentils bandits,Zkr,spotify:track:1v5Vr2OEiALf2njSgtkzLO,0.785,0.594,11,-8.158999999999999,0,0.294,0.424,0.0,0.113,0.604,115.839,220920,4
La Kush,Lorenzo,spotify:track:3803TnTgCIn4rq6ZdEoPAl,0.813,0.8859999999999999,8,-5.667999999999998,1,0.0965,0.052000000000000005,0.0,0.122,0.883,135.06799999999998,139640,4
CP_004_ Juste un dernier,Orelsan,spotify:track:3idfsvvJ6qVj8GlTixYFOn,0.674,0.462,10,-7.934,1,0.381,0.426,0.0,0.63,0.79,82.036,189874,4
CP_002_ Les aventures de MiniSan,Orelsan,spotify:track:5N0tnAyEkOWB7TFbYzIQUs,0.625,0.687,5,-6.51,1,0.507,0.341,0.0,0.305,0.505,89.162,286421,4
CP_005_ Ok... Super...,Orelsan,spotify:track:1OtmgzbSioyBW0iDc3oICV,0.626,0.725,2,-5.831,1,0.224,0.0147,0.000209,0.222,0.7090000000000001,150.047,142405,4
CP_001_ Intro Civilisation Perdue,Orelsan,spotify:track:7b3YQboXo3kau9YVUyx3r4,0.631,0.59,1,-9.01,1,0.349,0.179,0.0,0.109,0.585,90.437,161733,4
CP_006_ Ah la France,Orelsan,spotify:track:3lF6oMmvcRa2Xzpbd538OP,0.782,0.602,9,-8.399,0,0.0408,0.0533,1.46e-05,0.0903,0.3720000000000001,119.014,151708,4
CP_003_ Toujours perdu quand meme,Orelsan,spotify:track:0z4LYHIcQXAcZPkRWD864g,0.764,0.7170000000000001,2,-7.5939999999999985,1,0.224,0.0112,0.0,0.0741,0.575,143.283,218289,4
CP_007_ Point de rupture,Orelsan,spotify:track:3mTA4F3s9dREnzVvEMV6Vo,0.623,0.632,1,-8.052,0,0.599,0.395,0.0,0.705,0.458,142.972,222076,4
Speciale,Fresh,spotify:track:6OxnhCRysP2WZwBBwaTttj,0.865,0.466,1,-8.291,1,0.55,0.0518,0.0,0.0311,0.355,140.088,177320,4
CP_010_ On a gagne,Orelsan,spotify:track:77IL9SsjWUkTPtQuN27fNb,0.339,0.6679999999999999,8,-7.722,1,0.181,0.0445,0.0,0.132,0.193,88.98,245214,4
Mano,Franglish,spotify:track:2w2ysguAZeL0U1q34Cf62v,0.7340000000000001,0.469,2,-6.922999999999999,0,0.32,0.0606,0.0,0.0913,0.551,106.927,210293,4
CP_008_ Nous contre le monde,Orelsan,spotify:track:10CWB5tYSutSM3mOfndIIU,0.825,0.292,7,-12.05,1,0.0577,0.8759999999999999,0.00372,0.113,0.525,92.963,167511,4
GP,Booba,spotify:track:1COYNecOxmnapvty8PVR4s,0.8029999999999999,0.539,8,-7.452000000000001,1,0.354,0.445,0.0,0.218,0.208,135.937,151061,4
VVV,Booba,spotify:track:0Q1ZthgaRH9sLIHHDrzX4X,0.534,0.787,4,-6.129,0,0.358,0.31,0.0,0.183,0.224,79.206,175641,4
Ultra,Booba,spotify:track:0jKtpN3rsW1831n2w6OfH9,0.799,0.655,1,-7.629,0,0.312,0.192,3.78e-05,0.0762,0.361,138.031,167026,4
RST,Booba,spotify:track:4aiIh5wCetSjn6IuU9QX1F,0.7659999999999999,0.6970000000000001,6,-6.041,1,0.0938,0.583,0.0,0.0971,0.547,139.894,164547,4
Bonne journee,Booba,spotify:track:3jRTJfW2nvUM4eoZoihnfW,0.857,0.7709999999999999,7,-6.41,0,0.158,0.192,0.000106,0.115,0.898,136.063,174606,4
Vue sur la mer,Booba,spotify:track:6cXNliTOTb6IrU4YhyH10J,0.779,0.716,5,-7.644,0,0.193,0.141,0.000541,0.0788,0.439,75.015,193207,4
Je sais,Booba,spotify:track:352ZjWTgxP3OOjsZYpv0kz,0.522,0.509,0,-8.75,1,0.0363,0.846,2.07e-05,0.14800000000000002,0.309,118.786,126241,4
Derniere fois,Booba,spotify:track:6wO9axcjFhcQqJHuhai40h,0.677,0.4270000000000001,11,-8.187000000000001,0,0.0314,0.789,1.49e-06,0.108,0.379,136.138,204911,4
Azerty,Booba,spotify:track:4uqh1AFQaNojpqgtQFgUPE,0.7390000000000001,0.5920000000000001,1,-7.849,1,0.11,0.292,4.77e-06,0.0883,0.112,124.956,193298,4
Grain de sable,Booba,spotify:track:1wq6CLiywo8ewiOLB9CYCe,0.607,0.29600000000000004,2,-10.564,0,0.0467,0.867,0.0,0.119,0.4370000000000001,130.023,180243,4
31,Booba,spotify:track:0vxkghkV5IMJOfUbZ7Ksul,0.833,0.7340000000000001,3,-4.635,0,0.12,0.7809999999999999,1.17e-05,0.108,0.836,139.935,192011,4
Champion,Serge Ibaka,spotify:track:7moGDROshDKDpuQxtQ3q4m,0.556,0.639,9,-6.652,0,0.0974,0.282,0.0,0.0878,0.591,99.627,190246,4
Carre d'as,Jul,spotify:track:61Bv6dEv8l1OfOMI4lxT8U,0.857,0.764,4,-6.964,0,0.44,0.115,0.0,0.114,0.713,97.487,219173,4
Fais-moi une place,Julien Clerc,spotify:track:3sxOptguVVowIbz3FMp5vF,0.715,0.455,6,-9.759,1,0.0307,0.28300000000000003,0.000161,0.105,0.342,114.666,216867,4
Chop - Nouvelle Ecole,Fresh,spotify:track:1NEL5O5FotR1OyPQyvlMag,0.77,0.802,3,-6.545,0,0.669,0.431,1.16e-06,0.518,0.48,142.763,195560,4
Trophee,UZI,spotify:track:1CGbe7dEJvPu5VbpmKjcT2,0.835,0.7809999999999999,11,-5.529,0,0.384,0.0328,0.0,0.159,0.315,91.472,199053,3
Atasante (feat. Hamza),Tiakola,spotify:track:1oXn8nhl44cH6HXqGQnOgY,0.833,0.49,7,-8.892000000000003,1,0.0877,0.408,0.0,0.0887,0.665,130.007,214613,4
Ca tourne dans ma tete,Jul,spotify:track:0MG9FlA1CLNbHQSnQQaMF2,0.897,0.862,3,-4.922,0,0.0387,0.667,0.00231,0.12,0.871,131.968,209307,4
Tee,Lomepal,spotify:track:2wqnUV5B4g6u3somiH9JkX,0.606,0.41,4,-9.532,0,0.0874,0.6890000000000001,0.000356,0.321,0.228,123.315,203400,4
Fan,Bigflo & Oli,spotify:track:29NYSe0PGnjSU4Vo0dxmON,0.775,0.6709999999999999,7,-7.341,1,0.27,0.0407,2.5e-06,0.6509999999999999,0.481,92.045,205227,4
Disco Maghreb,DJ Snake,spotify:track:0RVmOh80HfpuygCBt2d1va,0.655,0.923,7,-3.5,1,0.21600000000000005,0.0581,0.00259,0.382,0.45,99.961,184800,4
Vegeta,Lacrim,spotify:track:0nbyloysZRfX5dcNnMv1sd,0.636,0.637,6,-9.2,1,0.3,0.16699999999999998,2.02e-05,0.117,0.333,137.963,195493,4
Rafa & Carlos,Lacrim,spotify:track:5Zvcm3RT4ImIepkZ5kkXyU,0.884,0.383,4,-9.832,0,0.102,0.278,0.0,0.107,0.238,140.994,191853,4
El Professor,Lacrim,spotify:track:2G0pTNZS5ANfzSux6Lep9n,0.785,0.7,2,-10.84,1,0.414,0.128,0.0,0.112,0.415,106.988,143560,4
Penelope Cruz,Lacrim,spotify:track:3qFXNRQVLw7Wa0s1NVFgpK,0.8270000000000001,0.705,4,-6.586,0,0.212,0.664,0.0,0.08900000000000001,0.546,90.976,187853,4
Picasso,Lacrim,spotify:track:43VuncRAkpxqSSyYPgC6lv,0.823,0.527,4,-8.279,0,0.279,0.0599,0.0,0.118,0.491,139.92700000000002,193707,4
No Me Ama,Lucenzo,spotify:track:4DN8e56DFCEXISA8Uqz5Pw,0.799,0.675,7,-5.999,0,0.0772,0.418,0.0,0.0958,0.6779999999999999,96.797,167474,4
I Will Survive - Single Version,Gloria Gaynor,spotify:track:7cv28LXcjAC3GsXbUvXKbX,0.777,0.725,0,-8.681000000000001,1,0.05,0.0131,0.00805,0.246,0.529,116.669,198066,4
Magic in the Air (feat. Ahmed Chawki),Magic System,spotify:track:3s6ltUrI93LBKU8taezsLn,0.621,0.907,2,-3.923,1,0.0474,0.091,0.0,0.067,0.884,128.056,233693,4
God is a woman,Ariana Grande,spotify:track:5OCJzvD7sykQEKHH7qAC3C,0.602,0.6579999999999999,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4
Paradise (feat. Lomepal),Lefa,spotify:track:00YUNap0MFncqzzuvwzUlS,0.705,0.579,1,-6.813,1,0.29,0.151,0.0,0.107,0.327,103.077,157507,4
A chaque jour...,Dosseh,spotify:track:0Vi7aOPdOU683VUfZ79c0d,0.908,0.52,7,-7.635,1,0.269,0.487,0.0,0.141,0.477,119.978,194413,4
Gotaga,Vald,spotify:track:2diEeH1DjfrYGRlXENLkdY,0.493,0.7020000000000001,11,-6.457000000000002,0,0.275,0.251,0.0,0.338,0.342,199.739,138053,4
Levitating (feat. DaBaby),Dua Lipa,spotify:track:5nujrmhLynf4yMoMtj8AQF,0.7020000000000001,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
Monte le son,DJ Kayz,spotify:track:7qOS419tnkoGEBVnY6bXhn,0.7020000000000001,0.812,4,-6.479,0,0.0571,0.136,0.0,0.124,0.542,100.004,212270,4
Paranoiaque,Dinos,spotify:track:5EjRTvSPOnwALpoMM6LkCI,0.8109999999999999,0.608,4,-6.785,0,0.0958,0.237,1.29e-06,0.0985,0.639,133.121,164773,4
Goulag,Kaaris,spotify:track:1UvYiDcJVolpUAQWpwrxNw,0.901,0.653,1,-6.199,1,0.308,0.466,0.0,0.21,0.551,132.97899999999998,173987,4
PRBM,Djadja & Dinaz,spotify:track:4vmzHYwTA1yTEKFBZKxaNV,0.8590000000000001,0.435,6,-11.233,0,0.187,0.0527,4.7e-05,0.0834,0.8009999999999999,110.062,185375,4
Chelou,Eva,spotify:track:3MxX4ISqkBaNCSHULKHXTx,0.877,0.603,10,-7.33,1,0.0741,0.262,0.000955,0.131,0.6779999999999999,96.988,161947,4
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,spotify:track:1H7KnK26kc1YyellpbINEn,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.28600000000000003,99.7,201600,4
Aucune limite,Landy,spotify:track:4dtXgUQj1jEa0fIOV7bFRb,0.95,0.573,1,-6.561,0,0.0661,0.299,1.4e-05,0.113,0.468,128.02,186853,4
Dior,Pop Smoke,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,0.5479999999999999,0.805,7,-5.732,1,0.35100000000000003,0.212,0.000389,0.408,0.648,142.094,216387,4
PGP,Booba,spotify:track:38Eq6RgIxOdt4twqyVAPCn,0.8029999999999999,0.5329999999999999,7,-7.331,1,0.0656,0.0567,0.0323,0.281,0.255,141.996,167707,4
Les mechants,Heuss L'enfoire,spotify:track:0r64LBR8RlnXcdd5HTFubd,0.675,0.626,6,-5.648,0,0.303,0.362,0.0,0.0999,0.512,192.011,192773,4
"break up with your girlfriend, i'm bored",Ariana Grande,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,0.726,0.5539999999999999,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.99900000000005,190440,4
Redemption,RK,spotify:track:2FCVRPPesg2FYUebPoUlZv,0.843,0.835,2,-4.657,0,0.275,0.258,0.0,0.152,0.535,141.91299999999995,228141,4
RS6,Lacrim,spotify:track:1mn6HJ5ZWCbxv5JB9nkv1O,0.915,0.772,1,-4.774,1,0.343,0.00853,1.77e-05,0.0708,0.435,127.936,216773,4
Patrizia,Lacrim,spotify:track:5fsOa2FTeCVCkOk9SotRkt,0.836,0.664,0,-5.807,0,0.247,0.444,1.27e-05,0.23,0.496,116.016,212027,4
Nina,YL,spotify:track:0qAoiRLhlcXTkXH6IbBcss,0.8109999999999999,0.6679999999999999,9,-4.971,0,0.0945,0.287,0.0,0.103,0.322,122.012,210573,4
Dingue,PLK,spotify:track:4a4cTUsFiyPN8jaHt2xf18,0.675,0.675,8,-4.714,0,0.1,0.149,0.000116,0.307,0.718,164.045,177876,4
Oh Man,Jain,spotify:track:0F3fscqwFqD52Tpbep5hBW,0.878,0.477,7,-7.431,0,0.0448,0.183,0.0299,0.0729,0.787,119.967,204133,4
Octogone,Kaaris,spotify:track:4groJLnv4zXjUZlhipBpXR,0.885,0.65,1,-2.442,1,0.14,0.422,0.0,0.21,0.238,76.49,154120,4
Jvlius,Lacrim,spotify:track:2o4NiwCMaXjI6oA7IfNDsE,0.8640000000000001,0.665,4,-6.893,0,0.273,0.3720000000000001,0.0,0.238,0.738,140.10299999999998,208253,4
Fly,Aya Nakamura,spotify:track:5lK9Z8Olm5QKXt29LWDG6M,0.72,0.459,3,-5.6370000000000005,0,0.0331,0.478,0.0,0.116,0.359,95.013,217320,3
Sentiments grandissants,Aya Nakamura,spotify:track:3KQLmecwyKuzu8WTjNA0HQ,0.718,0.7509999999999999,7,-5.975,0,0.14,0.166,0.0,0.1,0.5429999999999999,97.596,141213,4
Love de moi,Aya Nakamura,spotify:track:0tkabB4UAJus9OhbXjIorg,0.735,0.6940000000000001,3,-5.456,1,0.154,0.507,0.0,0.0994,0.278,86.959,156053,4
Biff,Aya Nakamura,spotify:track:1kXziv0MwuuTrOYAT8JukL,0.838,0.642,8,-5.59,1,0.0748,0.0471,0.0,0.155,0.586,98.014,153027,4
Nirvana,Aya Nakamura,spotify:track:0SpWaGS2OVOqkZz5KDz4fW,0.912,0.469,6,-6.68,0,0.146,0.394,0.0,0.2,0.486,107.023,150587,4
Ca blesse,Aya Nakamura,spotify:track:0zOh7uYDYvifz6yx53SZsR,0.923,0.524,9,-7.387,0,0.21,0.17800000000000002,1.86e-06,0.0575,0.423,95.043,156280,4
Hot,Aya Nakamura,spotify:track:656J3lgQWCiHkPmtGWnBsO,0.49,0.757,11,-6.489,0,0.402,0.0566,0.0,0.35100000000000003,0.423,159.589,210222,4
Mon Lossa (feat. Ms Banks),Aya Nakamura,spotify:track:3Pks6NBLfyFP3GIrDKNh1C,0.8079999999999999,0.6729999999999999,8,-6.734,1,0.156,0.14400000000000002,0.0,0.19,0.478,92.88,185120,4
Toutes les couleurs,Ninho,spotify:track:3Wyfc9GXlcormqpP7Ec7sx,0.825,0.672,3,-6.947,0,0.254,0.484,0.0,0.108,0.471,118.961,197169,4
Privilege,Ninho,spotify:track:0bnC0gnylNI58ySEsYGTAD,0.527,0.727,5,-5.977,0,0.245,0.49,0.0,0.177,0.52,180.102,213072,3
Problemes du matin,Ninho,spotify:track:1MdrPltIgXbrFqhmzcdBcc,0.726,0.835,8,-3.736,1,0.366,0.197,0.0,0.175,0.586,143.918,218373,4
Roi,Bilal Hassani,spotify:track:5PBSQUx6KNuKN4nLT21EKy,0.5489999999999999,0.669,6,-6.738,0,0.0388,0.212,0.0,0.121,0.5429999999999999,140.075,178267,4
FeFe,Koba LaD,spotify:track:369Vi2C4a73xhxhowHNbSR,0.8909999999999999,0.6,10,-4.4060000000000015,1,0.257,0.215,3.69e-06,0.139,0.315,130.083,180293,4
Without Me,Halsey,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.5329999999999999,136.041,201661,4
Gun salute,Kaaris,spotify:track:5UgUGPknu6JRgawaJAO9rX,0.862,0.5329999999999999,7,-5.96,0,0.115,0.611,2.26e-06,0.117,0.257,119.956,209573,4
Aieaieouille,Kaaris,spotify:track:5WpIIZ8PGiBL7353UNdwyZ,0.845,0.728,5,-3.828,0,0.226,0.421,0.0,0.109,0.5529999999999999,149.014,197227,4
Maison d’arret (feat. Maes),Hornet La Frappe,spotify:track:118u699q5oJ7jvluZC6Y15,0.563,0.794,11,-3.681,0,0.0509,0.2,0.0,0.112,0.698,195.883,160440,4
Hurricane,Kanye West,spotify:track:6Hfu9sc7jvv6coyy2LlzBF,0.5870000000000001,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.35100000000000003,80.009,243187,4
Off The Grid,Kanye West,spotify:track:6LNoArVBBVZzUTUiAX2aKO,0.546,0.64,8,-5.582000000000002,1,0.37,0.0438,0.0,0.13699999999999998,0.63,137.72799999999998,339250,4
Ma p'tite etoile,Hatik,spotify:track:4MQgqO4HollqhSs1Cu9xRR,0.6859999999999999,0.556,1,-8.902000000000003,0,0.188,0.5479999999999999,1.36e-06,0.108,0.287,105.995,234880,4
Cold Heart - PNAU Remix,Elton John,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,0.7959999999999999,0.7979999999999999,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
vampire,Olivia Rodrigo,spotify:track:1kuGVB7EU95pJObxwvfwKS,0.511,0.532,5,-5.745,1,0.0578,0.177,0.0,0.29100000000000004,0.35,138.005,219724,4
Mendoza,Niska,spotify:track:32md7VvQTg5kQqPnbHFjx5,0.8290000000000001,0.55,9,-7.565,0,0.281,0.262,0.0,0.14,0.499,126.975,198613,4
Toute l'annee (feat. Timal),PLK,spotify:track:5PlemGdKGymY91Emm5xDbr,0.7340000000000001,0.664,10,-6.424,0,0.0781,0.534,1.48e-06,0.0838,0.711,140.946,198280,4
Hasta Luego,Niska,spotify:track:7o1v5rG3vPpjSTtcuye8Da,0.7290000000000001,0.621,5,-6.315,0,0.101,0.477,2.17e-06,0.128,0.439,144.916,211600,4
Vrai,Niska,spotify:track:2hQVgdsbxyEJPpSsljh9xe,0.8640000000000001,0.47,4,-7.285,1,0.343,0.229,1.72e-06,0.151,0.305,138.953,153307,4
Hola,PLK,spotify:track:2SMO9OW1G7dojLjZjoKVFD,0.928,0.526,11,-7.394,0,0.0599,0.00608,0.0,0.0912,0.826,135.08100000000002,166187,4
La zone est minee,Niska,spotify:track:1cBB5blGPlfKp5V1MQvihZ,0.755,0.821,2,-4.258,1,0.165,0.0286,2.94e-06,0.0793,0.693,146.975,183680,4
En double appel,Niro,spotify:track:3Inf0l3XMpWamZOQvC7HPE,0.648,0.487,9,-11.347,1,0.141,0.154,0.000482,0.116,0.0389,119.028,183013,4
Menace,PNL,spotify:track:3gBOHhsguIRSrfrCiHBtgk,0.7559999999999999,0.552,8,-6.912000000000001,1,0.0596,0.119,0.0,0.104,0.4,146.095,188864,4
Celsius,PNL,spotify:track:20KXOKumUNxisRWv74hvUF,0.8079999999999999,0.7090000000000001,8,-7.297999999999999,0,0.0426,0.201,0.00376,0.0947,0.395,114.978,242466,4
Cœurs,PNL,spotify:track:6uLStQAktWCCo4ZIWsinqn,0.6809999999999999,0.61,1,-9.629,0,0.0413,0.4320000000000001,0.00158,0.14400000000000002,0.121,104.995,357948,4
Cellophane,Koba LaD,spotify:track:41Rp0dMSgO2QeguHANPsCD,0.769,0.597,11,-7.515,0,0.265,0.338,0.0,0.0812,0.74,142.026,203427,4
La misere est si belle,PNL,spotify:track:1s3XtkdfT3obSCbQVWtvX9,0.8029999999999999,0.624,7,-6.7639999999999985,0,0.0477,0.451,0.000734,0.1,0.628,95.968,304524,4
Deconnecte,PNL,spotify:track:7qqPnzVQILmJeldy9smPLj,0.493,0.606,5,-8.408999999999999,0,0.16,0.307,1.01e-05,0.113,0.233,104.887,316949,4
Seven (feat. Latto) (Explicit Ver.),Jung Kook,spotify:track:7x9aauaA9cu6tyfpHnqDLo,0.802,0.8320000000000001,11,-4.107,1,0.0434,0.311,0.0,0.0815,0.89,124.997,185427,4
Baby Don't Hurt Me,David Guetta,spotify:track:3BKD1PwArikchz2Zrlp1qi,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,140018,4
La vie de Johnny,Ninho,spotify:track:0XpWJLcqo71l4jsSsjrFD1,0.7390000000000001,0.485,9,-7.051,0,0.418,0.534,9e-06,0.112,0.29600000000000004,91.754,207893,4
Piranha (feat. Vacra),Nahir,spotify:track:6IPZTZjbaVxzKDTU2ZBn1w,0.7559999999999999,0.499,11,-7.388,0,0.0507,0.645,1.55e-06,0.0728,0.529,94.975,155760,4
Blue story (feat. Lil Baby),Ninho,spotify:track:3t6CmLKKMFxclNBzvJd51t,0.74,0.54,2,-7.907999999999999,0,0.464,0.168,0.0,0.11,0.439,86.462,258480,4
25 G,Ninho,spotify:track:4cW0FXhN81yZ6YHVmFnsyG,0.633,0.35700000000000004,9,-8.475,1,0.314,0.459,0.0,0.166,0.136,137.451,250120,4
Rich Porter,Ninho,spotify:track:7nLzZI0e9ngvaNDqLF7Z8c,0.775,0.599,8,-8.392999999999999,0,0.321,0.489,6.6e-05,0.106,0.557,151.852,203360,4
Chiraq,Ninho,spotify:track:3gKjMuGpd9d7FE71rbdIwa,0.573,0.607,4,-6.615,0,0.491,0.422,2.83e-06,0.128,0.284,101.093,266507,3
Bon qu’a ca,Ninho,spotify:track:07VDlMEZIHbocc84zVB410,0.77,0.539,1,-7.224,1,0.333,0.464,0.0,0.119,0.462,116.955,169227,4
Les etoiles vagabondes,Nekfeu,spotify:track:01dqWNKgM2ujxu7HacaQwI,0.7759999999999999,0.469,11,-6.375,0,0.423,0.36,0.0,0.156,0.445,79.968,234053,4
